-1.5	0
-1.49219	0.000299843
-1.48438	0.000599686
-1.47656	0.000874145
-1.46875	0.0011486
-1.46094	0.00137727
-1.45312	0.00160593
-1.44531	0.00182022
-1.4375	0.00203452
-1.42969	0.00223507
-1.42188	0.00243563
-1.41406	0.00263518
-1.40625	0.00283473
-1.39844	0.00304394
-1.39062	0.00325314
-1.38281	0.00347152
-1.375	0.0036899
-1.36719	0.00394012
-1.35938	0.00419034
-1.35156	0.00445986
-1.34375	0.00472938
-1.33594	0.00505371
-1.32812	0.00537804
-1.32031	0.00573317
-1.3125	0.0060883
-1.30469	0.00652687
-1.29688	0.00696545
-1.28906	0.00745032
-1.28125	0.00793519
-1.27344	0.00854482
-1.26562	0.00915446
-1.25781	0.00983369
-1.25	0.0105129
-1.24219	0.0113812
-1.23438	0.0122495
-1.22656	0.0132241
-1.21875	0.0141988
-1.21094	0.0154658
-1.20312	0.0167328
-1.19531	0.0181652
-1.1875	0.0195977
-1.17969	0.0214888
-1.17188	0.0233799
-1.16406	0.0255301
-1.15625	0.0276803
-1.14844	0.0305516
-1.14062	0.0334229
-1.13281	0.036697
-1.125	0.0399711
-1.11719	0.0443635
-1.10938	0.0487559
-1.10156	0.0537622
-1.09375	0.0587685
-1.08594	0.0654603
-1.07812	0.0721522
-1.07031	0.0797512
-1.0625	0.0873502
-1.05469	0.097367
-1.04688	0.107384
-1.03906	0.118666
-1.03125	0.129949
-1.02344	0.144292
-1.01562	0.158636
-1.00781	0.174484
-1	0.190333
-0.992188	0.208697
-0.984375	0.227061
-0.976562	0.246497
-0.96875	0.265933
-0.960938	0.286311
-0.953125	0.306688
-0.945312	0.326996
-0.9375	0.347305
-0.929688	0.365921
-0.921875	0.384536
-0.914062	0.402366
-0.90625	0.420195
-0.898438	0.436242
-0.890625	0.452288
-0.882812	0.46642
-0.875	0.480553
-0.867188	0.493635
-0.859375	0.506717
-0.851562	0.518972
-0.84375	0.531227
-0.835938	0.542761
-0.828125	0.554296
-0.820312	0.565187
-0.8125	0.576078
-0.804688	0.586388
-0.796875	0.596698
-0.789062	0.606479
-0.78125	0.61626
-0.773438	0.625555
-0.765625	0.63485
-0.757812	0.643697
-0.75	0.652544
-0.742188	0.660976
-0.734375	0.669407
-0.726562	0.677453
-0.71875	0.685498
-0.710938	0.693183
-0.703125	0.700868
-0.695312	0.708217
-0.6875	0.715566
-0.679688	0.722602
-0.671875	0.729639
-0.664062	0.736384
-0.65625	0.743129
-0.648438	0.749603
-0.640625	0.756077
-0.632812	0.7623
-0.625	0.768523
-0.617188	0.774512
-0.609375	0.780501
-0.601562	0.786273
-0.59375	0.792045
-0.585938	0.797615
-0.578125	0.803185
-0.570312	0.808566
-0.5625	0.813947
-0.554688	0.81915
-0.546875	0.824354
-0.539062	0.82939
-0.53125	0.834427
-0.523438	0.839305
-0.515625	0.844183
-0.507812	0.848912
-0.5	0.85364
-0.492188	0.858224
-0.484375	0.862809
-0.476562	0.867256
-0.46875	0.871703
-0.460938	0.876018
-0.453125	0.880333
-0.445312	0.88452
-0.4375	0.888707
-0.429688	0.89277
-0.421875	0.896833
-0.414062	0.900776
-0.40625	0.904718
-0.398438	0.908543
-0.390625	0.912369
-0.382812	0.916079
-0.375	0.919789
-0.367188	0.923387
-0.359375	0.926984
-0.351562	0.930471
-0.34375	0.933958
-0.335938	0.937335
-0.328125	0.940711
-0.320312	0.94398
-0.3125	0.947248
-0.304688	0.950409
-0.296875	0.953569
-0.289062	0.956622
-0.28125	0.959674
-0.273438	0.962619
-0.265625	0.965564
-0.257812	0.968401
-0.25	0.971237
-0.242188	0.973965
-0.234375	0.976692
-0.226562	0.979309
-0.21875	0.981926
-0.210938	0.984431
-0.203125	0.986936
-0.195312	0.989327
-0.1875	0.991719
-0.179688	0.993994
-0.171875	0.996269
-0.164062	0.998425
-0.15625	1.00058
-0.148438	1.00262
-0.140625	1.00465
-0.132812	1.00656
