2 129 -1.06361e-06
-2 0
-1.96875 0.000248391
-1.9375 0.000496782
-1.90625 0.000759577
-1.875 0.00102237
-1.84375 0.00131759
-1.8125 0.00161281
-1.78125 0.00196737
-1.75 0.00232193
-1.71875 0.00277527
-1.6875 0.00322862
-1.65625 0.00383863
-1.625 0.00444865
-1.59375 0.005301
-1.5625 0.00615336
-1.53125 0.007376
-1.5 0.00859864
-1.46875 0.0103838
-1.4375 0.012169
-1.40625 0.0148071
-1.375 0.0174453
-1.34375 0.021378
-1.3125 0.0253107
-1.28125 0.0312196
-1.25 0.0371286
-1.21875 0.0460929
-1.1875 0.0550572
-1.15625 0.0688548
-1.125 0.0826524
-1.09375 0.104371
-1.0625 0.12609
-1.03125 0.161245
-1 0.1964
-0.96875 0.252493
-0.9375 0.308587
-0.90625 0.374452
-0.875 0.440316
-0.84375 0.493978
-0.8125 0.547639
-0.78125 0.590009
-0.75 0.632379
-0.71875 0.66699
-0.6875 0.701602
-0.65625 0.730481
-0.625 0.75936
-0.59375 0.783714
-0.5625 0.808069
-0.53125 0.828674
-0.5 0.84928
-0.46875 0.866662
-0.4375 0.884044
-0.40625 0.898574
-0.375 0.913104
-0.34375 0.925052
-0.3125 0.937
-0.28125 0.946568
-0.25 0.956135
-0.21875 0.963471
-0.1875 0.970807
-0.15625 0.976024
-0.125 0.981242
-0.09375 0.984422
-0.0625 0.987602
-0.03125 0.988802
0 0.990002
0.03125 0.989254
0.0625 0.988507
0.09375 0.985826
0.125 0.983144
0.15625 0.97852
0.1875 0.973897
0.21875 0.967302
0.25 0.960708
0.28125 0.952094
0.3125 0.943481
0.34375 0.932779
0.375 0.922078
0.40625 0.909207
0.4375 0.896336
0.46875 0.881215
0.5 0.866093
0.53125 0.848688
0.5625 0.831282
0.59375 0.811743
0.625 0.792204
0.65625 0.771334
0.6875 0.750465
0.71875 0.731924
0.75 0.713383
0.78125 0.72211
0.8125 0.730837
0.84375 0.557232
0.875 0.383627
0.90625 0.253433
0.9375 0.12324
0.96875 0.0816331
1 0.0400267
1.03125 0.0250389
1.0625 0.0100512
1.09375 0.00518522
1.125 0.000319283
1.15625 0.000159641
1.1875 0
1.21875 0
1.25 0
1.28125 0
1.3125 0
1.34375 0
1.375 0
1.40625 0
1.4375 0
1.46875 0
1.5 0
1.53125 0
1.5625 0
1.59375 0
1.625 0
1.65625 0
1.6875 0
1.71875 0
1.75 0
1.78125 0
1.8125 0
1.84375 0
1.875 0
1.90625 0
1.9375 0
1.96875 0
2 0
