-2	1.45971e-06
-1.96875	1.39858e-06
-1.9375	1.33745e-06
-1.90625	1.279e-06
-1.875	1.22055e-06
-1.84375	1.16481e-06
-1.8125	1.10907e-06
-1.78125	1.05609e-06
-1.75	1.0031e-06
-1.71875	9.52924e-07
-1.6875	9.02747e-07
-1.65625	8.55439e-07
-1.625	8.08131e-07
-1.59375	7.63765e-07
-1.5625	7.194e-07
-1.53125	6.78066e-07
-1.5	6.36732e-07
-1.46875	5.98537e-07
-1.4375	5.60342e-07
-1.40625	5.25414e-07
-1.375	4.90486e-07
-1.34375	4.58982e-07
-1.3125	4.27478e-07
-1.28125	3.99586e-07
-1.25	3.71694e-07
-1.21875	3.47639e-07
-1.1875	3.23585e-07
-1.15625	3.03634e-07
-1.125	2.83683e-07
-1.09375	2.68128e-07
-1.0625	2.52573e-07
-1.03125	2.41661e-07
-1	2.30749e-07
-0.96875	2.24366e-07
-0.9375	2.17984e-07
-0.90625	2.14852e-07
-0.875	2.1172e-07
-0.84375	2.10008e-07
-0.8125	2.08297e-07
-0.78125	2.07192e-07
-0.75	2.06087e-07
-0.71875	2.053e-07
-0.6875	2.04513e-07
-0.65625	2.03921e-07
-0.625	2.03329e-07
-0.59375	2.02865e-07
-0.5625	2.02402e-07
-0.53125	2.0203e-07
-0.5	2.01658e-07
-0.46875	2.01354e-07
-0.4375	2.01049e-07
-0.40625	2.00797e-07
-0.375	2.00544e-07
-0.34375	2.00333e-07
-0.3125	2.00122e-07
-0.28125	1.99946e-07
-0.25	1.9977e-07
-0.21875	1.99626e-07
-0.1875	1.99481e-07
-0.15625	1.99366e-07
-0.125	1.99251e-07
-0.09375	1.99165e-07
-0.0625	1.99079e-07
-0.03125	1.99024e-07
0	1.98968e-07
0.03125	1.98944e-07
0.0625	1.9892e-07
0.09375	1.9893e-07
0.125	1.9894e-07
0.15625	1.98988e-07
0.1875	1.99035e-07
0.21875	1.99123e-07
0.25	1.99211e-07
0.28125	1.99342e-07
0.3125	1.99474e-07
0.34375	1.99652e-07
0.375	1.99831e-07
0.40625	2.00061e-07
0.4375	2.00292e-07
0.46875	2.00577e-07
0.5	2.00862e-07
0.53125	2.01207e-07
0.5625	2.01551e-07
0.59375	2.01955e-07
0.625	2.02358e-07
0.65625	2.02808e-07
0.6875	2.03258e-07
0.71875	2.03673e-07
0.75	2.04089e-07
0.78125	2.03689e-07
0.8125	2.03289e-07
0.84375	1.95998e-07
0.875	1.88706e-07
0.90625	1.8453e-07
0.9375	1.80354e-07
0.96875	1.84446e-07
1	1.88538e-07
1.03125	1.99634e-07
1.0625	2.1073e-07
1.09375	2.27514e-07
1.125	2.44297e-07
1.15625	2.65862e-07
1.1875	2.87427e-07
1.21875	3.13077e-07
1.25	3.38727e-07
1.28125	3.68068e-07
1.3125	3.97409e-07
1.34375	4.30187e-07
1.375	4.62965e-07
1.40625	4.98999e-07
1.4375	5.35032e-07
1.46875	5.74184e-07
1.5	6.13336e-07
1.53125	6.55499e-07
1.5625	6.97663e-07
1.59375	7.42751e-07
1.625	7.87839e-07
1.65625	8.35783e-07
1.6875	8.83726e-07
1.71875	9.34465e-07
1.75	9.85204e-07
1.78125	1.03869e-06
1.8125	1.09217e-06
1.84375	1.14836e-06
1.875	1.20455e-06
1.90625	1.26341e-06
1.9375	1.32226e-06
1.96875	1.38375e-06
2	1.44524e-06
