1.5 193 -1.11779e-06
-1.5 5.79505e-07
-1.48438 5.59955e-07
-1.46875 5.40405e-07
-1.45312 5.2165e-07
-1.4375 5.02895e-07
-1.42188 4.84949e-07
-1.40625 4.67004e-07
-1.39062 4.49889e-07
-1.375 4.32774e-07
-1.35938 4.16514e-07
-1.34375 4.00255e-07
-1.32812 3.8488e-07
-1.3125 3.69506e-07
-1.29688 3.5505e-07
-1.28125 3.40594e-07
-1.26562 3.27098e-07
-1.25 3.13601e-07
-1.23438 3.01112e-07
-1.21875 2.88624e-07
-1.20312 2.77201e-07
-1.1875 2.65778e-07
-1.17188 2.55491e-07
-1.15625 2.45204e-07
-1.14062 2.36135e-07
-1.125 2.27066e-07
-1.10938 2.19307e-07
-1.09375 2.11547e-07
-1.07812 2.05186e-07
-1.0625 1.98826e-07
-1.04688 1.93927e-07
-1.03125 1.89029e-07
-1.01562 1.85572e-07
-1 1.82115e-07
-0.984375 1.79907e-07
-0.96875 1.77698e-07
-0.953125 1.76381e-07
-0.9375 1.75064e-07
-0.921875 1.74097e-07
-0.90625 1.7313e-07
-0.890625 1.72373e-07
-0.875 1.71616e-07
-0.859375 1.71006e-07
-0.84375 1.70396e-07
-0.828125 1.69895e-07
-0.8125 1.69394e-07
-0.796875 1.68978e-07
-0.78125 1.68562e-07
-0.765625 1.68214e-07
-0.75 1.67866e-07
-0.734375 1.67575e-07
-0.71875 1.67284e-07
-0.703125 1.6704e-07
-0.6875 1.66796e-07
-0.671875 1.66593e-07
-0.65625 1.66389e-07
-0.640625 1.66221e-07
-0.625 1.66053e-07
-0.609375 1.65915e-07
-0.59375 1.65778e-07
-0.578125 1.65667e-07
-0.5625 1.65555e-07
-0.546875 1.65467e-07
-0.53125 1.65379e-07
-0.515625 1.6531e-07
-0.5 1.65241e-07
-0.484375 1.65188e-07
-0.46875 1.65136e-07
-0.453125 1.65096e-07
-0.4375 1.65057e-07
-0.421875 1.65028e-07
-0.40625 1.64998e-07
-0.390625 1.64976e-07
-0.375 1.64953e-07
-0.359375 1.64935e-07
-0.34375 1.64917e-07
-0.328125 1.64899e-07
-0.3125 1.64881e-07
-0.296875 1.64862e-07
-0.28125 1.64842e-07
-0.265625 1.64817e-07
-0.25 1.64792e-07
-0.234375 1.6476e-07
-0.21875 1.64727e-07
-0.203125 1.64683e-07
-0.1875 1.64639e-07
-0.171875 1.64582e-07
-0.15625 1.64525e-07
-0.140625 1.64452e-07
-0.125 1.64379e-07
-0.109375 1.64289e-07
-0.09375 1.64198e-07
-0.078125 1.64088e-07
-0.0625 1.63978e-07
-0.046875 1.63847e-07
-0.03125 1.63716e-07
-0.015625 1.63564e-07
0 1.63411e-07
0.015625 1.63238e-07
0.03125 1.63064e-07
0.046875 1.62869e-07
0.0625 1.62675e-07
0.078125 1.62461e-07
0.09375 1.62246e-07
0.109375 1.62015e-07
0.125 1.61783e-07
0.140625 1.61536e-07
0.15625 1.6129e-07
0.171875 1.61032e-07
0.1875 1.60774e-07
0.203125 1.6051e-07
0.21875 1.60245e-07
0.234375 1.59979e-07
0.25 1.59713e-07
0.265625 1.59451e-07
0.28125 1.59189e-07
0.296875 1.58937e-07
0.3125 1.58685e-07
0.328125 1.58451e-07
0.34375 1.58217e-07
0.359375 1.58007e-07
0.375 1.57798e-07
0.390625 1.5762e-07
0.40625 1.57443e-07
0.421875 1.57305e-07
0.4375 1.57167e-07
0.453125 1.57077e-07
0.46875 1.56986e-07
0.484375 1.5695e-07
0.5 1.56914e-07
0.515625 1.56939e-07
0.53125 1.56964e-07
0.546875 1.57057e-07
0.5625 1.5715e-07
0.578125 1.57315e-07
0.59375 1.57481e-07
0.609375 1.57724e-07
0.625 1.57967e-07
0.640625 1.58291e-07
0.65625 1.58615e-07
0.671875 1.59022e-07
0.6875 1.59429e-07
0.703125 1.59919e-07
0.71875 1.60408e-07
0.734375 1.60977e-07
0.75 1.61545e-07
0.765625 1.62181e-07
0.78125 1.62817e-07
0.796875 1.63497e-07
0.8125 1.64177e-07
0.828125 1.64845e-07
0.84375 1.65512e-07
0.859375 1.66019e-07
0.875 1.66525e-07
0.890625 1.66254e-07
0.90625 1.65983e-07
0.921875 1.626e-07
0.9375 1.59216e-07
0.953125 1.57045e-07
0.96875 1.54874e-07
0.984375 1.55735e-07
1 1.56595e-07
1.01562 1.60035e-07
1.03125 1.63476e-07
1.04688 1.68984e-07
1.0625 1.74492e-07
1.07812 1.81685e-07
1.09375 1.88878e-07
1.10938 1.9747e-07
1.125 2.06063e-07
1.14062 2.15892e-07
1.15625 2.25721e-07
1.17188 2.36679e-07
1.1875 2.47638e-07
1.20312 2.59648e-07
1.21875 2.71658e-07
1.23438 2.84661e-07
1.25 2.97664e-07
1.26562 3.11613e-07
1.28125 3.25562e-07
1.29688 3.40419e-07
1.3125 3.55277e-07
1.32812 3.7101e-07
1.34375 3.86743e-07
1.35938 4.03327e-07
1.375 4.1991e-07
1.39062 4.3732e-07
1.40625 4.5473e-07
1.42188 4.72947e-07
1.4375 4.91164e-07
1.45312 5.10171e-07
1.46875 5.29178e-07
1.48438 5.48959e-07
1.5 5.6874e-07
