-1.87500e+00	-1.87500e+00	3.00404e+01
-1.87500e+00	-1.75000e+00	-1.21215e+01
-1.87500e+00	-1.62500e+00	2.09725e+01
-1.87500e+00	-1.50000e+00	-1.09460e+01
-1.87500e+00	-1.37500e+00	1.56521e+01
-1.87500e+00	-1.25000e+00	-1.06693e+01
-1.87500e+00	-1.12500e+00	1.17495e+01
-1.87500e+00	-1.00000e+00	-1.06060e+01
-1.87500e+00	-8.75000e-01	8.21690e+00
-1.87500e+00	-7.50000e-01	-1.04409e+01
-1.87500e+00	-6.25000e-01	4.55228e+00
-1.87500e+00	-5.00000e-01	-9.95375e+00
-1.87500e+00	-3.75000e-01	5.19172e-01
-1.87500e+00	-2.50000e-01	-8.91545e+00
-1.87500e+00	-1.25000e-01	-3.80453e+00
-1.87500e+00	0.00000e+00	-7.19225e+00
-1.87500e+00	1.25000e-01	-8.09416e+00
-1.87500e+00	2.50000e-01	-4.83138e+00
-1.87500e+00	3.75000e-01	-1.19265e+01
-1.87500e+00	5.00000e-01	-2.07766e+00
-1.87500e+00	6.25000e-01	-1.50270e+01
-1.87500e+00	7.50000e-01	7.79346e-01
-1.87500e+00	8.75000e-01	-1.73749e+01
-1.87500e+00	1.00000e+00	3.57446e+00
-1.87500e+00	1.12500e+00	-1.92109e+01
-1.87500e+00	1.25000e+00	6.38877e+00
-1.87500e+00	1.37500e+00	-2.09284e+01
-1.87500e+00	1.50000e+00	9.55080e+00
-1.87500e+00	1.62500e+00	-2.33026e+01
-1.87500e+00	1.75000e+00	1.38298e+01
-1.87500e+00	1.87500e+00	-2.82864e+01
-1.75000e+00	-1.87500e+00	-1.21417e+01
-1.75000e+00	-1.75000e+00	1.94865e-01
-1.75000e+00	-1.62500e+00	-1.00435e+01
-1.75000e+00	-1.50000e+00	1.28513e+00
-1.75000e+00	-1.37500e+00	-7.65540e+00
-1.75000e+00	-1.25000e+00	2.25472e+00
-1.75000e+00	-1.12500e+00	-5.34258e+00
-1.75000e+00	-1.00000e+00	3.03048e+00
-1.75000e+00	-8.75000e-01	-3.01756e+00
-1.75000e+00	-7.50000e-01	3.66425e+00
-1.75000e+00	-6.25000e-01	-5.73848e-01
-1.75000e+00	-5.00000e-01	4.16825e+00
-1.75000e+00	-3.75000e-01	2.01081e+00
-1.75000e+00	-2.50000e-01	4.50224e+00
-1.75000e+00	-1.25000e-01	4.55038e+00
-1.75000e+00	0.00000e+00	4.62354e+00
-1.75000e+00	1.25000e-01	6.74305e+00
-1.75000e+00	2.50000e-01	4.51068e+00
-1.75000e+00	3.75000e-01	8.27529e+00
-1.75000e+00	5.00000e-01	4.18092e+00
-1.75000e+00	6.25000e-01	9.01488e+00
-1.75000e+00	7.50000e-01	3.67614e+00
-1.75000e+00	8.75000e-01	9.06359e+00
-1.75000e+00	1.00000e+00	3.03881e+00
-1.75000e+00	1.12500e+00	8.72890e+00
-1.75000e+00	1.25000e+00	2.25910e+00
-1.75000e+00	1.37500e+00	8.33043e+00
-1.75000e+00	1.50000e+00	1.28631e+00
-1.75000e+00	1.62500e+00	8.38342e+00
-1.75000e+00	1.75000e+00	1.93952e-01
-1.75000e+00	1.87500e+00	1.00717e+01
-1.62500e+00	-1.87500e+00	1.64236e+01
-1.62500e+00	-1.75000e+00	-7.75624e+00
-1.62500e+00	-1.62500e+00	1.41572e+01
-1.62500e+00	-1.50000e+00	-7.83210e+00
-1.62500e+00	-1.37500e+00	1.18015e+01
-1.62500e+00	-1.25000e+00	-8.21764e+00
-1.62500e+00	-1.12500e+00	9.66966e+00
-1.62500e+00	-1.00000e+00	-8.75469e+00
-1.62500e+00	-8.75000e-01	7.39496e+00
-1.62500e+00	-7.50000e-01	-9.19604e+00
-1.62500e+00	-6.25000e-01	4.61676e+00
-1.62500e+00	-5.00000e-01	-9.28141e+00
-1.62500e+00	-3.75000e-01	1.06409e+00
-1.62500e+00	-2.50000e-01	-8.64391e+00
-1.62500e+00	-1.25000e-01	-3.08347e+00
-1.62500e+00	0.00000e+00	-7.10264e+00
-1.62500e+00	1.25000e-01	-7.37683e+00
-1.62500e+00	2.50000e-01	-4.69144e+00
-1.62500e+00	3.75000e-01	-1.12296e+01
-1.62500e+00	5.00000e-01	-1.74552e+00
-1.62500e+00	6.25000e-01	-1.42113e+01
-1.62500e+00	7.50000e-01	1.26964e+00
-1.62500e+00	8.75000e-01	-1.61670e+01
-1.62500e+00	1.00000e+00	3.95612e+00
-1.62500e+00	1.12500e+00	-1.74055e+01
-1.62500e+00	1.25000e+00	6.29610e+00
-1.62500e+00	1.37500e+00	-1.82687e+01
-1.62500e+00	1.50000e+00	8.36743e+00
-1.62500e+00	1.62500e+00	-1.91112e+01
-1.62500e+00	1.75000e+00	1.01466e+01
-1.62500e+00	1.87500e+00	-2.00608e+01
-1.50000e+00	-1.87500e+00	-9.32782e+00
-1.50000e+00	-1.75000e+00	1.93100e+00
-1.50000e+00	-1.62500e+00	-8.41980e+00
-1.50000e+00	-1.50000e+00	2.19985e+00
-1.50000e+00	-1.37500e+00	-7.03754e+00
-1.50000e+00	-1.25000e+00	2.60333e+00
-1.50000e+00	-1.12500e+00	-5.36937e+00
-1.50000e+00	-1.00000e+00	2.94109e+00
-1.50000e+00	-8.75000e-01	-3.45516e+00
-1.50000e+00	-7.50000e-01	3.20721e+00
-1.50000e+00	-6.25000e-01	-1.27036e+00
-1.50000e+00	-5.00000e-01	3.39336e+00
-1.50000e+00	-3.75000e-01	1.18323e+00
-1.50000e+00	-2.50000e-01	3.45730e+00
-1.50000e+00	-1.25000e-01	3.59915e+00
-1.50000e+00	0.00000e+00	3.46933e+00
-1.50000e+00	1.25000e-01	5.71346e+00
-1.50000e+00	2.50000e-01	3.47067e+00
-1.50000e+00	3.75000e-01	7.21463e+00
-1.50000e+00	5.00000e-01	3.41477e+00
-1.50000e+00	6.25000e-01	7.84807e+00
-1.50000e+00	7.50000e-01	3.22785e+00
-1.50000e+00	8.75000e-01	7.55191e+00
-1.50000e+00	1.00000e+00	2.95598e+00
-1.50000e+00	1.12500e+00	6.78461e+00
-1.50000e+00	1.25000e+00	2.61234e+00
-1.50000e+00	1.37500e+00	5.90736e+00
-1.50000e+00	1.50000e+00	2.20462e+00
-1.50000e+00	1.62500e+00	5.26353e+00
-1.50000e+00	1.75000e+00	1.93346e+00
-1.50000e+00	1.87500e+00	4.94630e+00
-1.37500e+00	-1.87500e+00	9.34843e+00
-1.37500e+00	-1.75000e+00	-3.99839e+00
-1.37500e+00	-1.62500e+00	9.29268e+00
-1.37500e+00	-1.50000e+00	-4.80660e+00
-1.37500e+00	-1.37500e+00	8.70420e+00
-1.37500e+00	-1.25000e+00	-5.71995e+00
-1.37500e+00	-1.12500e+00	7.83961e+00
-1.37500e+00	-1.00000e+00	-6.69286e+00
-1.37500e+00	-8.75000e-01	6.47926e+00
-1.37500e+00	-7.50000e-01	-7.51786e+00
-1.37500e+00	-6.25000e-01	4.31043e+00
-1.37500e+00	-5.00000e-01	-7.92428e+00
-1.37500e+00	-3.75000e-01	1.04464e+00
-1.37500e+00	-2.50000e-01	-7.42214e+00
-1.37500e+00	-1.25000e-01	-2.67075e+00
-1.37500e+00	0.00000e+00	-6.13900e+00
-1.37500e+00	1.25000e-01	-6.44676e+00
-1.37500e+00	2.50000e-01	-4.10167e+00
-1.37500e+00	3.75000e-01	-1.00623e+01
-1.37500e+00	5.00000e-01	-1.30772e+00
-1.37500e+00	6.25000e-01	-1.30591e+01
-1.37500e+00	7.50000e-01	1.84406e+00
-1.37500e+00	8.75000e-01	-1.46881e+01
-1.37500e+00	1.00000e+00	4.43367e+00
-1.37500e+00	1.12500e+00	-1.53613e+01
-1.37500e+00	1.25000e+00	6.38602e+00
-1.37500e+00	1.37500e+00	-1.54487e+01
-1.37500e+00	1.50000e+00	7.77290e+00
-1.37500e+00	1.62500e+00	-1.52542e+01
-1.37500e+00	1.75000e+00	8.69154e+00
-1.37500e+00	1.87500e+00	-1.49998e+01
-1.25000e+00	-1.87500e+00	-7.74274e+00
-1.25000e+00	-1.75000e+00	2.49787e+00
-1.25000e+00	-1.62500e+00	-7.51653e+00
-1.25000e+00	-1.50000e+00	2.38234e+00
-1.25000e+00	-1.37500e+00	-6.75774e+00
-1.25000e+00	-1.25000e+00	2.45893e+00
-1.25000e+00	-1.12500e+00	-5.56410e+00
-1.25000e+00	-1.00000e+00	2.48566e+00
-1.25000e+00	-8.75000e-01	-4.01510e+00
-1.25000e+00	-7.50000e-01	2.40188e+00
-1.25000e+00	-6.25000e-01	-2.16144e+00
-1.25000e+00	-5.00000e-01	2.15537e+00
-1.25000e+00	-3.75000e-01	-6.35333e-02
-1.25000e+00	-2.50000e-01	1.80033e+00
-1.25000e+00	-1.25000e-01	1.69106e+00
-1.25000e+00	0.00000e+00	1.67847e+00
-1.25000e+00	1.25000e-01	3.25791e+00
-1.25000e+00	2.50000e-01	1.80565e+00
-1.25000e+00	3.75000e-01	4.65991e+00
-1.25000e+00	5.00000e-01	2.17792e+00
-1.25000e+00	6.25000e-01	5.66037e+00
-1.25000e+00	7.50000e-01	2.43395e+00
-1.25000e+00	8.75000e-01	5.41236e+00
-1.25000e+00	1.00000e+00	2.51078e+00
-1.25000e+00	1.12500e+00	4.45736e+00
-1.25000e+00	1.25000e+00	2.47480e+00
-1.25000e+00	1.37500e+00	3.26647e+00
-1.25000e+00	1.50000e+00	2.39176e+00
-1.25000e+00	1.62500e+00	2.21283e+00
-1.25000e+00	1.75000e+00	2.50392e+00
-1.25000e+00	1.87500e+00	1.40469e+00
-1.12500e+00	-1.87500e+00	4.28887e+00
-1.12500e+00	-1.75000e+00	-1.13404e+00
-1.12500e+00	-1.62500e+00	5.38701e+00
-1.12500e+00	-1.50000e+00	-2.24290e+00
-1.12500e+00	-1.37500e+00	5.87313e+00
-1.12500e+00	-1.25000e+00	-3.43451e+00
-1.12500e+00	-1.12500e+00	5.85400e+00
-1.12500e+00	-1.00000e+00	-4.62586e+00
-1.12500e+00	-8.75000e-01	5.05103e+00
-1.12500e+00	-7.50000e-01	-5.53462e+00
-1.12500e+00	-6.25000e-01	3.08635e+00
-1.12500e+00	-5.00000e-01	-5.67056e+00
-1.12500e+00	-3.75000e-01	1.58318e-02
-1.12500e+00	-2.50000e-01	-4.40981e+00
-1.12500e+00	-1.25000e-01	-2.12272e+00
-1.12500e+00	0.00000e+00	-3.50577e+00
-1.12500e+00	1.25000e-01	-3.96262e+00
-1.12500e+00	2.50000e-01	-2.95982e+00
-1.12500e+00	3.75000e-01	-6.70680e+00
-1.12500e+00	5.00000e-01	-1.52619e+00
-1.12500e+00	6.25000e-01	-1.05868e+01
-1.12500e+00	7.50000e-01	1.79000e+00
-1.12500e+00	8.75000e-01	-1.25653e+01
-1.12500e+00	1.00000e+00	4.53114e+00
-1.12500e+00	1.12500e+00	-1.29783e+01
-1.12500e+00	1.25000e+00	6.21021e+00
-1.12500e+00	1.37500e+00	-1.24995e+01
-1.12500e+00	1.50000e+00	7.05139e+00
-1.12500e+00	1.62500e+00	-1.16171e+01
-1.12500e+00	1.75000e+00	7.31408e+00
-1.12500e+00	1.87500e+00	-1.06972e+01
-1.00000e+00	-1.87500e+00	-6.18714e+00
-1.00000e+00	-1.75000e+00	2.65941e+00
-1.00000e+00	-1.62500e+00	-6.51173e+00
-1.00000e+00	-1.50000e+00	2.35142e+00
-1.00000e+00	-1.37500e+00	-6.26169e+00
-1.00000e+00	-1.25000e+00	2.20195e+00
-1.00000e+00	-1.12500e+00	-5.47557e+00
-1.00000e+00	-1.00000e+00	1.90732e+00
-1.00000e+00	-8.75000e-01	-4.21064e+00
-1.00000e+00	-7.50000e-01	1.31365e+00
-1.00000e+00	-6.25000e-01	-2.52892e+00
-1.00000e+00	-5.00000e-01	6.92166e-01
-1.00000e+00	-3.75000e-01	-5.76858e-01
-1.00000e+00	-2.50000e-01	3.02285e-01
-1.00000e+00	-1.25000e-01	1.92137e-01
-1.00000e+00	0.00000e+00	2.71509e-01
-1.00000e+00	1.25000e-01	5.25941e-01
-1.00000e+00	2.50000e-01	2.78435e-01
-1.00000e+00	3.75000e-01	1.04907e+00
-1.00000e+00	5.00000e-01	6.58593e-01
-1.00000e+00	6.25000e-01	2.57756e+00
-1.00000e+00	7.50000e-01	1.33305e+00
-1.00000e+00	8.75000e-01	2.76342e+00
-1.00000e+00	1.00000e+00	1.94387e+00
-1.00000e+00	1.12500e+00	2.07026e+00
-1.00000e+00	1.25000e+00	2.22742e+00
-1.00000e+00	1.37500e+00	8.56603e-01
-1.00000e+00	1.50000e+00	2.36666e+00
-1.00000e+00	1.62500e+00	-2.79031e-01
-1.00000e+00	1.75000e+00	2.66915e+00
-1.00000e+00	1.87500e+00	-1.12106e+00
-8.75000e-01	-1.87500e+00	4.45900e-01
-8.75000e-01	-1.75000e+00	1.03562e+00
-8.75000e-01	-1.62500e+00	2.09733e+00
-8.75000e-01	-1.50000e+00	-1.12402e-01
-8.75000e-01	-1.37500e+00	3.18897e+00
-8.75000e-01	-1.25000e+00	-1.40740e+00
-8.75000e-01	-1.12500e+00	3.66849e+00
-8.75000e-01	-1.00000e+00	-2.69011e+00
-8.75000e-01	-8.75000e-01	3.04450e+00
-8.75000e-01	-7.50000e-01	-3.34345e+00
-8.75000e-01	-6.25000e-01	1.22866e+00
-8.75000e-01	-5.00000e-01	-2.17765e+00
-8.75000e-01	-3.75000e-01	-2.72492e-01
-8.75000e-01	-2.50000e-01	-3.21195e-01
-8.75000e-01	-1.25000e-01	-1.64840e-01
-8.75000e-01	0.00000e+00	-7.54178e-02
-8.75000e-01	1.25000e-01	-1.58386e-01
-8.75000e-01	2.50000e-01	-3.23913e-01
-8.75000e-01	3.75000e-01	-9.57236e-01
-8.75000e-01	5.00000e-01	-1.18653e+00
-8.75000e-01	6.25000e-01	-5.76843e+00
-8.75000e-01	7.50000e-01	9.09279e-01
-8.75000e-01	8.75000e-01	-9.43828e+00
-8.75000e-01	1.00000e+00	4.03914e+00
-8.75000e-01	1.12500e+00	-1.01888e+01
-8.75000e-01	1.25000e+00	5.63745e+00
-8.75000e-01	1.37500e+00	-9.34710e+00
-8.75000e-01	1.50000e+00	6.02101e+00
-8.75000e-01	1.62500e+00	-8.01301e+00
-8.75000e-01	1.75000e+00	5.75116e+00
-8.75000e-01	1.87500e+00	-6.72715e+00
-7.50000e-01	-1.87500e+00	-4.52676e+00
-7.50000e-01	-1.75000e+00	2.52915e+00
-7.50000e-01	-1.62500e+00	-5.28100e+00
-7.50000e-01	-1.50000e+00	2.17381e+00
-7.50000e-01	-1.37500e+00	-5.47867e+00
-7.50000e-01	-1.25000e+00	1.88035e+00
-7.50000e-01	-1.12500e+00	-5.06198e+00
-7.50000e-01	-1.00000e+00	1.22291e+00
-7.50000e-01	-8.75000e-01	-3.80777e+00
-7.50000e-01	-7.50000e-01	2.64584e-01
-7.50000e-01	-6.25000e-01	-1.39202e+00
-7.50000e-01	-5.00000e-01	7.83120e-02
-7.50000e-01	-3.75000e-01	-1.80272e-02
-7.50000e-01	-2.50000e-01	-3.57616e-03
-7.50000e-01	-1.25000e-01	-9.29061e-03
-7.50000e-01	0.00000e+00	-1.19585e-02
-7.50000e-01	1.25000e-01	-9.52905e-03
-7.50000e-01	2.50000e-01	-5.60324e-03
-7.50000e-01	3.75000e-01	1.30460e-03
-7.50000e-01	5.00000e-01	5.63439e-02
-7.50000e-01	6.25000e-01	-1.40641e-01
-7.50000e-01	7.50000e-01	2.02059e-01
-7.50000e-01	8.75000e-01	-2.80179e-01
-7.50000e-01	1.00000e+00	1.25371e+00
-7.50000e-01	1.12500e+00	-3.66260e-01
-7.50000e-01	1.25000e+00	1.91535e+00
-7.50000e-01	1.37500e+00	-1.30812e+00
-7.50000e-01	1.50000e+00	2.19443e+00
-7.50000e-01	1.62500e+00	-2.26178e+00
-7.50000e-01	1.75000e+00	2.54148e+00
-7.50000e-01	1.87500e+00	-2.89180e+00
-6.25000e-01	-1.87500e+00	-2.56673e+00
-6.25000e-01	-1.75000e+00	2.64160e+00
-6.25000e-01	-1.62500e+00	-8.12784e-01
-6.25000e-01	-1.50000e+00	1.64220e+00
-6.25000e-01	-1.37500e+00	4.99601e-01
-6.25000e-01	-1.25000e+00	3.91284e-01
-6.25000e-01	-1.12500e+00	1.18005e+00
-6.25000e-01	-1.00000e+00	-9.25691e-01
-6.25000e-01	-8.75000e-01	6.56925e-01
-6.25000e-01	-7.50000e-01	-9.89810e-01
-6.25000e-01	-6.25000e-01	1.16613e-01
-6.25000e-01	-5.00000e-01	2.17075e-03
-6.25000e-01	-3.75000e-01	-1.28716e-02
-6.25000e-01	-2.50000e-01	-1.97275e-02
