2 33 -4.03812e-13
-2 6.36719e-11
-1.875 6.24218e-11
-1.75 6.11717e-11
-1.625 5.90392e-11
-1.5 5.69068e-11
-1.375 5.42885e-11
-1.25 5.16703e-11
-1.125 4.90116e-11
-1 4.6353e-11
-0.875 4.4543e-11
-0.75 4.27329e-11
-0.625 4.13554e-11
-0.5 3.9978e-11
-0.375 3.88538e-11
-0.25 3.77296e-11
-0.125 3.67608e-11
0 3.57919e-11
0.125 3.49214e-11
0.25 3.40508e-11
0.375 3.32363e-11
0.5 3.24219e-11
0.625 3.1607e-11
0.75 3.07922e-11
0.875 2.98922e-11
1 2.89923e-11
1.125 2.95892e-11
1.25 3.01861e-11
1.375 3.22343e-11
1.5 3.42825e-11
1.625 3.74096e-11
1.75 4.05368e-11
1.875 4.46207e-11
2 4.87046e-11
