2 2 4225 -6.11162e-07
-2 -2 3.53769e-06
-2 -1.9375 3.42336e-06
-2 -1.875 3.30903e-06
-2 -1.8125 3.20234e-06
-2 -1.75 3.09565e-06
-2 -1.6875 2.99659e-06
-2 -1.625 2.89754e-06
-2 -1.5625 2.8061e-06
-2 -1.5 2.71465e-06
-2 -1.4375 2.63081e-06
-2 -1.375 2.54696e-06
-2 -1.3125 2.47067e-06
-2 -1.25 2.39439e-06
-2 -1.1875 2.32564e-06
-2 -1.125 2.25688e-06
-2 -1.0625 2.19561e-06
-2 -1 2.13434e-06
-2 -0.9375 2.08051e-06
-2 -0.875 2.02667e-06
-2 -0.8125 1.9802e-06
-2 -0.75 1.93374e-06
-2 -0.6875 1.89459e-06
-2 -0.625 1.85544e-06
-2 -0.5625 1.82353e-06
-2 -0.5 1.79162e-06
-2 -0.4375 1.7669e-06
-2 -0.375 1.74217e-06
-2 -0.3125 1.72457e-06
-2 -0.25 1.70697e-06
-2 -0.1875 1.69644e-06
-2 -0.125 1.68592e-06
-2 -0.0625 1.68244e-06
-2 0 1.67897e-06
-2 0.0625 1.68253e-06
-2 0.125 1.68609e-06
-2 0.1875 1.69669e-06
-2 0.25 1.7073e-06
-2 0.3125 1.72497e-06
-2 0.375 1.74265e-06
-2 0.4375 1.76743e-06
-2 0.5 1.79222e-06
-2 0.5625 1.82417e-06
-2 0.625 1.85613e-06
-2 0.6875 1.89531e-06
-2 0.75 1.9345e-06
-2 0.8125 1.98098e-06
-2 0.875 2.02747e-06
-2 0.9375 2.08131e-06
-2 1 2.13516e-06
-2 1.0625 2.19643e-06
-2 1.125 2.2577e-06
-2 1.1875 2.32644e-06
-2 1.25 2.39519e-06
-2 1.3125 2.47146e-06
-2 1.375 2.54773e-06
-2 1.4375 2.63156e-06
-2 1.5 2.71539e-06
-2 1.5625 2.80682e-06
-2 1.625 2.89824e-06
-2 1.6875 2.99728e-06
-2 1.75 3.09631e-06
-2 1.8125 3.20298e-06
-2 1.875 3.30965e-06
-2 1.9375 3.42396e-06
-2 2 3.53827e-06
-1.9375 -2 3.41515e-06
-1.9375 -1.9375 3.30081e-06
-1.9375 -1.875 3.18677e-06
-1.9375 -1.8125 3.08008e-06
-1.9375 -1.75 2.97371e-06
-1.9375 -1.6875 2.87466e-06
-1.9375 -1.625 2.77595e-06
-1.9375 -1.5625 2.68451e-06
-1.9375 -1.5 2.59347e-06
-1.9375 -1.4375 2.50962e-06
-1.9375 -1.375 2.4262e-06
-1.9375 -1.3125 2.34992e-06
-1.9375 -1.25 2.27411e-06
-1.9375 -1.1875 2.20536e-06
-1.9375 -1.125 2.1371e-06
-1.9375 -1.0625 2.07583e-06
-1.9375 -1 2.01508e-06
-1.9375 -0.9375 1.96125e-06
-1.9375 -0.875 1.90794e-06
-1.9375 -0.8125 1.86148e-06
-1.9375 -0.75 1.81555e-06
-1.9375 -0.6875 1.7764e-06
-1.9375 -0.625 1.73775e-06
-1.9375 -0.5625 1.70584e-06
-1.9375 -0.5 1.67441e-06
-1.9375 -0.4375 1.64968e-06
-1.9375 -0.375 1.62535e-06
-1.9375 -0.3125 1.60775e-06
-1.9375 -0.25 1.59046e-06
-1.9375 -0.1875 1.57994e-06
