-1.87500	8.24933e-01
-1.75000	1.55397e+00
-1.62500	1.96316e+00
-1.50000	2.18446e+00
-1.37500	2.28688e+00
-1.25000	2.29881e+00
-1.12500	2.22155e+00
-1.00000	2.00283e+00
-0.87500	1.33022e+00
-0.75000	1.03044e+00
-0.62500	8.57778e-01
-0.50000	7.45829e-01
-0.37500	6.66148e-01
-0.25000	6.06088e-01
-0.12500	5.59154e-01
0.00000	5.21649e-01
0.12500	4.91327e-01
0.25000	4.66802e-01
0.37500	4.47291e-01
0.50000	4.32569e-01
0.62500	4.23211e-01
0.75000	4.21751e-01
0.87500	4.40029e-01
1.00000	5.04269e-01
1.12500	0.00000e+00
1.25000	9.64304e-01
1.37500	1.43977e+00
1.50000	1.84141e+00
1.62500	2.20409e+00
1.75000	2.53961e+00
1.87500	0.00000e+00
