2 65 -3.36e-11
-2 2.79536e-10
-1.9375 2.75979e-10
-1.875 2.72423e-10
-1.8125 2.66926e-10
-1.75 2.61429e-10
-1.6875 2.54619e-10
-1.625 2.47808e-10
-1.5625 2.40272e-10
-1.5 2.32736e-10
-1.4375 2.24865e-10
-1.375 2.16993e-10
-1.3125 2.09091e-10
-1.25 2.01189e-10
-1.1875 1.93563e-10
-1.125 1.85937e-10
-1.0625 1.79087e-10
-1 1.72237e-10
-0.9375 1.67568e-10
-0.875 1.62899e-10
-0.8125 1.59285e-10
-0.75 1.55671e-10
-0.6875 1.52668e-10
-0.625 1.49665e-10
-0.5625 1.4706e-10
-0.5 1.44455e-10
-0.4375 1.42134e-10
-0.375 1.39814e-10
-0.3125 1.37708e-10
-0.25 1.35602e-10
-0.1875 1.33664e-10
-0.125 1.31727e-10
-0.0625 1.29924e-10
0 1.28121e-10
0.0625 1.26428e-10
0.125 1.24735e-10
0.1875 1.23131e-10
0.25 1.21528e-10
0.3125 1.19997e-10
0.375 1.18465e-10
0.4375 1.1699e-10
0.5 1.15515e-10
0.5625 1.14079e-10
0.625 1.12642e-10
0.6875 1.1122e-10
0.75 1.09797e-10
0.8125 1.08325e-10
0.875 1.06853e-10
0.9375 1.05242e-10
1 1.03632e-10
1.0625 1.04682e-10
1.125 1.05733e-10
1.1875 1.09085e-10
1.25 1.12437e-10
1.3125 1.17442e-10
1.375 1.22447e-10
1.4375 1.28849e-10
1.5 1.35251e-10
1.5625 1.42913e-10
1.625 1.50576e-10
1.6875 1.59404e-10
1.75 1.68232e-10
1.8125 1.78097e-10
1.875 1.87962e-10
1.9375 1.99013e-10
2 2.10064e-10
