-1.875	-0.00811762
-1.75	-0.00149624
-1.625	-0.000318951
-1.5	0.000159498
-1.375	0.000402136
-1.25	0.000564618
-1.125	0.00072251
-1	0.00100223
-0.875	-0.000694346
-0.75	-0.000548609
-0.625	-0.000420631
-0.5	-0.000305247
-0.375	-0.000211575
-0.25	-0.000132732
-0.125	-6.35094e-05
0	-1.60258e-07
0.125	6.02297e-05
0.25	0.000120312
0.375	0.000183024
0.5	0.000252388
0.625	0.000335171
0.75	0.000445645
0.875	0.000623267
1	0.00163271
1.125	0.000386023
1.25	-1.33892e-05
1.375	-1.22899e-05
1.5	-1.22269e-05
1.625	-1.25529e-05
1.75	-2.57867e-05
1.875	0
2	0
