-1.52227e-06	2.82098e-10
-1.42713e-06	2.74984e-10
-1.33198e-06	2.63991e-10
-1.23684e-06	2.50370e-10
-1.14170e-06	2.35298e-10
-1.04656e-06	2.19555e-10
-9.51417e-07	2.03750e-10
-8.56275e-07	1.88499e-10
-7.61133e-07	1.74798e-10
-6.65992e-07	1.65460e-10
-5.70850e-07	1.58232e-10
-4.75708e-07	1.52226e-10
-3.80567e-07	1.47016e-10
-2.85425e-07	1.42375e-10
-1.90283e-07	1.38163e-10
-9.51417e-08	1.34288e-10
0.00000e+00	1.30682e-10
9.51417e-08	1.27296e-10
1.90283e-07	1.24089e-10
2.85425e-07	1.21027e-10
3.80567e-07	1.18077e-10
4.75708e-07	1.15204e-10
5.70850e-07	1.12358e-10
6.65992e-07	1.09414e-10
7.61133e-07	1.06193e-10
8.56275e-07	1.08294e-10
9.51417e-07	1.14998e-10
1.04656e-06	1.25009e-10
1.14170e-06	1.37812e-10
1.23684e-06	1.53138e-10
1.33198e-06	1.70794e-10
1.42713e-06	1.90523e-10
1.52227e-06	2.12626e-10
