-2.00000e+00	1.44388e+00
-1.87500e+00	1.62491e+00
-1.75000e+00	1.75699e+00
-1.62500e+00	1.85090e+00
-1.50000e+00	1.91680e+00
-1.37500e+00	1.96141e+00
-1.25000e+00	1.99000e+00
-1.12500e+00	2.00785e+00
-1.00000e+00	2.02351e+00
-8.75000e-01	2.06096e+00
-7.50000e-01	2.10087e+00
-6.25000e-01	2.13563e+00
-5.00000e-01	2.16159e+00
-3.75000e-01	2.17681e+00
-2.50000e-01	2.18009e+00
-1.25000e-01	2.17064e+00
0.00000e+00	2.14788e+00
1.25000e-01	2.11138e+00
2.50000e-01	2.06081e+00
3.75000e-01	1.99586e+00
5.00000e-01	1.91626e+00
6.25000e-01	1.82172e+00
7.50000e-01	1.71181e+00
8.75000e-01	1.58548e+00
1.00000e+00	1.44124e+00
1.12500e+00	1.32607e+00
1.25000e+00	1.23405e+00
1.37500e+00	1.15452e+00
1.50000e+00	1.08336e+00
1.62500e+00	1.01839e+00
1.75000e+00	9.58052e-01
1.87500e+00	9.00173e-01
2.00000e+00	8.47312e-01
